country_name,region,risk_name,risk_short,year,age_name,sex,measure,nm_mean,nm_upper,nm_lower,pc_mean,pc_upper,pc_lower,rt_mean,rt_upper,rt_lower
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,Under 5 years,Males,death,105.715,179.656,57.2664,0.00412274,0.00714621,0.00219836,1.08024,1.83581,0.585175
United States,High-income North America,Alcohol use,Alcohol use,1990,Under 5 years,Males,death,97.6188,170.85,50.219,0.0038064,0.00671568,0.00190658,0.997514,1.74582,0.513161
United States,High-income North America,Drug use,Drug use,1990,Under 5 years,Males,death,8.09625,19.0211,3.18314,0.000316348,0.000773643,0.000126019,0.0827312,0.194366,0.0325268
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,0-6 days,Males,death,0.217637,0.548562,0.0115474,1.86345e-05,4.71348e-05,1.00895e-06,0.564249,1.42221,0.029938
United States,High-income North America,Unimproved water source,Unimproved water,1990,0-6 days,Males,death,0.205338,0.515131,0.011367,1.7582e-05,4.45548e-05,9.94558e-07,0.532364,1.33554,0.0294705
United States,High-income North America,Unimproved sanitation,Sanitation,1990,0-6 days,Males,death,0.0128778,0.0362434,0.000206661,1.10208e-06,3.07493e-06,1.90322e-08,0.0333874,0.0939653,0.000535793
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,0-6 days,Males,death,6.65287,12.3711,3.0682,0.000570238,0.00105675,0.000254078,17.2484,32.0736,7.95467
United States,High-income North America,Tobacco smoking,Smoking,1990,0-6 days,Males,death,9.27306,16.547,4.22528,0.000793891,0.00144617,0.00036655,24.0415,42.9001,10.9546
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,0-6 days,Males,death,9.27306,16.547,4.22528,0.000793891,0.00144617,0.00036655,24.0415,42.9001,10.9546
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,0-6 days,Males,death,5.23053,10.1655,2.20183,0.000448101,0.000905821,0.000186283,13.5608,26.3552,5.70852
United States,High-income North America,Alcohol use,Alcohol use,1990,0-6 days,Males,death,5.09556,10.0484,2.08953,0.000436524,0.000892082,0.0001741,13.2109,26.0516,5.41736
United States,High-income North America,Drug use,Drug use,1990,0-6 days,Males,death,0.134969,0.348336,0.0580229,1.15777e-05,3.10615e-05,5.00534e-06,0.349923,0.903104,0.150431
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,7-27 days,Males,death,0.240383,0.590234,0.0140388,0.000100869,0.000253685,5.62889e-06,0.208543,0.512054,0.0121793
United States,High-income North America,Unimproved water source,Unimproved water,1990,7-27 days,Males,death,0.226788,0.559038,0.0136235,9.5164e-05,0.000238755,5.52114e-06,0.196749,0.48499,0.011819
United States,High-income North America,Unimproved sanitation,Sanitation,1990,7-27 days,Males,death,0.014237,0.0409898,0.00030512,5.97486e-06,1.69977e-05,1.18958e-07,0.0123512,0.0355605,0.000264705
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,7-27 days,Males,death,5.91934,10.3794,2.93762,0.00248463,0.00432565,0.00120769,5.13528,9.00455,2.54851
United States,High-income North America,Tobacco smoking,Smoking,1990,7-27 days,Males,death,8.25332,14.1795,4.26613,0.00346448,0.00611704,0.00178734,7.16012,12.3013,3.70105
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,7-27 days,Males,death,8.25332,14.1795,4.26613,0.00346448,0.00611704,0.00178734,7.16012,12.3013,3.70105
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,7-27 days,Males,death,1.83167,3.29972,0.86533,0.000768837,0.00135219,0.000357446,1.58905,2.86265,0.750712
United States,High-income North America,Alcohol use,Alcohol use,1990,7-27 days,Males,death,1.67657,3.12499,0.717185,0.00070376,0.00128179,0.000300625,1.4545,2.71107,0.622189
United States,High-income North America,Drug use,Drug use,1990,7-27 days,Males,death,0.155099,0.446669,0.05966,6.50773e-05,0.000183239,2.4748e-05,0.134555,0.387505,0.0517576
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,28-364 days,Males,death,2.67475,6.52042,0.132596,0.000356531,0.000871089,1.64693e-05,0.145354,0.354339,0.00720566
United States,High-income North America,Unimproved water source,Unimproved water,1990,28-364 days,Males,death,2.52425,6.16368,0.130471,0.000336516,0.000824384,1.58254e-05,0.137175,0.334953,0.00709021
United States,High-income North America,Unimproved sanitation,Sanitation,1990,28-364 days,Males,death,0.157543,0.416322,0.00236959,2.09488e-05,5.5476e-05,3.05221e-07,0.00856138,0.0226242,0.000128771
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,28-364 days,Males,death,41.8717,70.2193,22.1348,0.00558441,0.00975865,0.0028198,2.27543,3.81593,1.20287
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,28-364 days,Males,death,12.1066,22.6065,5.98315,0.00161435,0.00317211,0.000784131,0.657908,1.22851,0.325142
United States,High-income North America,Childhood underweight,Childhood underweight,1990,28-364 days,Males,death,9.03479,18.4598,4.1976,0.00120488,0.00256199,0.000545813,0.490977,1.00316,0.22811
United States,High-income North America,Iron deficiency,Iron deficiency,1990,28-364 days,Males,death,2.26606,4.01124,1.13172,0.000302172,0.000564513,0.000147869,0.123144,0.217983,0.0615013
United States,High-income North America,Vitamin A deficiency,Vitamin A deficiency,1990,28-364 days,Males,death,0.805737,2.58965,0.136116,0.000107302,0.000350768,1.69827e-05,0.0437862,0.140729,0.00739697
United States,High-income North America,Tobacco smoking,Smoking,1990,28-364 days,Males,death,58.6494,96.0305,30.9413,0.00781071,0.013519,0.00409797,3.18719,5.21859,1.68145
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,28-364 days,Males,death,58.6494,96.0305,30.9413,0.00781071,0.013519,0.00409797,3.18719,5.21859,1.68145
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,28-364 days,Males,death,26.3617,47.3036,13.2643,0.00352819,0.00688375,0.00169641,1.43258,2.57062,0.720821
United States,High-income North America,Alcohol use,Alcohol use,1990,28-364 days,Males,death,24.8673,45.8529,12.0192,0.00332739,0.00670943,0.00153102,1.35136,2.49179,0.653157
United States,High-income North America,Drug use,Drug use,1990,28-364 days,Males,death,1.49445,3.89598,0.523912,0.000200808,0.000547048,6.99444e-05,0.0812128,0.21172,0.028471
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,1-4 years,Males,death,0.857008,2.07905,0.0513723,0.000217243,0.00054,1.2588e-05,0.0109983,0.0266811,0.000659278
United States,High-income North America,Unimproved water source,Unimproved water,1990,1-4 years,Males,death,0.808666,1.95253,0.050515,0.000204985,0.000510476,1.23479e-05,0.0103779,0.0250575,0.000648276
United States,High-income North America,Unimproved sanitation,Sanitation,1990,1-4 years,Males,death,0.0506091,0.135961,0.000804195,1.2833e-05,3.477e-05,2.16478e-07,0.000649484,0.00174484,1.03205e-05
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,1-4 years,Males,death,18.6752,32.7936,8.98448,0.00470822,0.00858524,0.00225739,0.239666,0.420851,0.115301
United States,High-income North America,Lead exposure,Lead,1990,1-4 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,1-4 years,Males,death,24.4936,62.2832,4.79533,0.00619429,0.0153581,0.00122815,0.314335,0.799301,0.0615401
United States,High-income North America,Childhood underweight,Childhood underweight,1990,1-4 years,Males,death,3.28768,7.50108,1.51391,0.000832891,0.00185792,0.000367325,0.0421919,0.0962638,0.0194285
United States,High-income North America,Iron deficiency,Iron deficiency,1990,1-4 years,Males,death,1.24008,2.32802,0.646314,0.000314059,0.000607937,0.000156323,0.0159144,0.0298763,0.00829437
United States,High-income North America,Vitamin A deficiency,Vitamin A deficiency,1990,1-4 years,Males,death,1.27314,3.03611,0.371879,0.000322896,0.000800278,9.57957e-05,0.0163387,0.0389634,0.00477245
United States,High-income North America,Zinc deficiency,Zinc deficiency,1990,1-4 years,Males,death,18.8849,56.1008,-0.42066,0.00477318,0.0138172,-9.69503e-05,0.242356,0.71996,-0.00539846
United States,High-income North America,Tobacco smoking,Smoking,1990,1-4 years,Males,death,26.0295,46.899,13.2907,0.00656877,0.0115749,0.00320672,0.334045,0.601871,0.170564
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,1-4 years,Males,death,26.0295,46.899,13.2907,0.00656877,0.0115749,0.00320672,0.334045,0.601871,0.170564
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,1-4 years,Males,death,72.2911,128.065,37.8429,0.0181323,0.0317,0.00984394,0.927736,1.6435,0.485651
United States,High-income North America,Alcohol use,Alcohol use,1990,1-4 years,Males,death,65.9794,122.128,32.4561,0.0165334,0.0301488,0.00836649,0.846735,1.56731,0.416519
United States,High-income North America,Drug use,Drug use,1990,1-4 years,Males,death,6.31173,16.0231,2.04274,0.00159884,0.00408244,0.000488078,0.0810006,0.20563,0.0262152
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,5-9 years,Males,death,0.221278,0.540615,0.0116164,9.24806e-05,0.000227985,4.89157e-06,0.0023941,0.00584914,0.000125682
United States,High-income North America,Unimproved water source,Unimproved water,1990,5-9 years,Males,death,0.20883,0.513128,0.0114556,8.72777e-05,0.000214917,4.77307e-06,0.00225942,0.00555175,0.000123943
United States,High-income North America,Unimproved sanitation,Sanitation,1990,5-9 years,Males,death,0.013031,0.0335635,0.000203728,5.44622e-06,1.4032e-05,8.97135e-08,0.000140988,0.000363137,2.20422e-06
United States,High-income North America,Lead exposure,Lead,1990,5-9 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,5-9 years,Males,death,0.93547,1.63134,0.508074,0.0003916,0.000696444,0.000209136,0.0101212,0.0176502,0.00549706
United States,High-income North America,Iron deficiency,Iron deficiency,1990,5-9 years,Males,death,0.93547,1.63134,0.508074,0.0003916,0.000696444,0.000209136,0.0101212,0.0176502,0.00549706
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,5-9 years,Males,death,45.3588,74.9947,25.0737,0.0188677,0.0304399,0.0108619,0.490755,0.811399,0.271283
United States,High-income North America,Alcohol use,Alcohol use,1990,5-9 years,Males,death,43.8516,73.317,23.4542,0.0182361,0.0299869,0.0102752,0.474449,0.793247,0.253761
United States,High-income North America,Drug use,Drug use,1990,5-9 years,Males,death,1.50718,3.48336,0.571884,0.000631578,0.00147035,0.000238274,0.0163068,0.0376879,0.00618745
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,10-14 years,Males,death,0.145252,0.354794,0.0071769,5.04457e-05,0.00012916,2.43819e-06,0.00164249,0.00401195,8.11552e-05
United States,High-income North America,Unimproved water source,Unimproved water,1990,10-14 years,Males,death,0.137084,0.330428,0.00702026,4.76118e-05,0.000120796,2.38578e-06,0.00155013,0.00373643,7.9384e-05
United States,High-income North America,Unimproved sanitation,Sanitation,1990,10-14 years,Males,death,0.00854903,0.022649,0.000132212,2.96607e-06,8.03417e-06,4.87067e-08,9.6671e-05,0.000256111,1.49504e-06
United States,High-income North America,Lead exposure,Lead,1990,10-14 years,Males,death,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,10-14 years,Males,death,0.924211,1.86582,0.434012,0.000321719,0.000653726,0.000152326,0.0104508,0.0210984,0.00490774
United States,High-income North America,Iron deficiency,Iron deficiency,1990,10-14 years,Males,death,0.924211,1.86582,0.434012,0.000321719,0.000653726,0.000152326,0.0104508,0.0210984,0.00490774
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,10-14 years,Males,death,71.3746,117.613,39.895,0.0246809,0.039223,0.01424,0.807093,1.32995,0.451126
United States,High-income North America,Alcohol use,Alcohol use,1990,10-14 years,Males,death,67.9445,114.16,36.1977,0.0234871,0.0381467,0.0131404,0.768306,1.2909,0.409317
United States,High-income North America,Drug use,Drug use,1990,10-14 years,Males,death,3.4301,7.42062,1.69502,0.00119387,0.00266805,0.000585171,0.038787,0.0839112,0.0191671
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,15-19 years,Males,death,0.156237,0.369704,0.00827299,1.40687e-05,3.38469e-05,7.7543e-07,0.00172205,0.0040749,9.11855e-05
United States,High-income North America,Unimproved water source,Unimproved water,1990,15-19 years,Males,death,0.147441,0.353649,0.00810736,1.32767e-05,3.21007e-05,7.55222e-07,0.0016251,0.00389795,8.936e-05
United States,High-income North America,Unimproved sanitation,Sanitation,1990,15-19 years,Males,death,0.00920612,0.0240381,0.00018915,8.28841e-07,2.15802e-06,1.78752e-08,0.000101471,0.00026495,2.08482e-06
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,15-19 years,Males,death,2.29311,3.99058,1.20342,0.000206917,0.000363028,0.000109833,0.0252748,0.0439844,0.0132642
United States,High-income North America,Iron deficiency,Iron deficiency,1990,15-19 years,Males,death,2.29311,3.99058,1.20342,0.000206917,0.000363028,0.000109833,0.0252748,0.0439844,0.0132642
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,15-19 years,Males,death,3048.75,4805.59,1759.6,0.274127,0.426894,0.15862,33.6035,52.9676,19.3945
United States,High-income North America,Alcohol use,Alcohol use,1990,15-19 years,Males,death,2975.69,4737.87,1673.89,0.267568,0.420832,0.152439,32.7983,52.2211,18.4497
United States,High-income North America,Drug use,Drug use,1990,15-19 years,Males,death,96.2783,212.808,44.2365,0.00864646,0.0189744,0.00402889,1.06119,2.34559,0.487578
United States,High-income North America,Occupational risks,Occupational risks,1990,15-19 years,Males,death,401.5,508.601,308.462,0.0360897,0.0438009,0.0297004,4.42537,5.60583,3.39989
United States,High-income North America,Occupational carcinogens,Occupational carcinogens,1990,15-19 years,Males,death,15.1001,26.4254,8.45178,0.00136202,0.00244066,0.000750864,0.166435,0.291263,0.0931561
United States,High-income North America,Occupational asthmagens,Occupational asthmagens,1990,15-19 years,Males,death,6.58005,10.3099,3.73366,0.000593857,0.000983586,0.000336626,0.0725258,0.113637,0.0411527
United States,High-income North America,Occupational risk factors for injuries,Occupational injury,1990,15-19 years,Males,death,379.82,484.192,289.851,0.0341339,0.0416381,0.0276751,4.18641,5.3368,3.19476
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,20-24 years,Males,death,0.190652,0.437921,0.0103357,1.20761e-05,2.78747e-05,6.46494e-07,0.00196025,0.00450263,0.00010627
United States,High-income North America,Unimproved water source,Unimproved water,1990,20-24 years,Males,death,0.179915,0.416917,0.0101184,1.13957e-05,2.61786e-05,6.33378e-07,0.00184985,0.00428667,0.000104036
United States,High-income North America,Unimproved sanitation,Sanitation,1990,20-24 years,Males,death,0.0112372,0.028824,0.00020271,7.12061e-07,1.83357e-06,1.32182e-08,0.000115539,0.000296364,2.08423e-06
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,20-24 years,Males,death,2.51177,4.37091,1.2991,0.000159302,0.000289371,8.17061e-05,0.0258256,0.0449409,0.0133572
United States,High-income North America,Iron deficiency,Iron deficiency,1990,20-24 years,Males,death,2.51177,4.37091,1.2991,0.000159302,0.000289371,8.17061e-05,0.0258256,0.0449409,0.0133572
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,20-24 years,Males,death,4713.89,6998.03,2909.81,0.297798,0.44081,0.184698,48.4674,71.9525,29.9181
United States,High-income North America,Alcohol use,Alcohol use,1990,20-24 years,Males,death,4276.54,6675.51,2446.15,0.270188,0.420171,0.153492,43.9706,68.6364,25.1509
United States,High-income North America,Drug use,Drug use,1990,20-24 years,Males,death,629.883,1168.32,287.766,0.03978,0.0760682,0.0188165,6.47635,12.0124,2.95877
United States,High-income North America,Occupational risks,Occupational risks,1990,20-24 years,Males,death,702.977,892.874,548.068,0.0444379,0.0548463,0.0360583,7.22788,9.18037,5.63514
United States,High-income North America,Occupational carcinogens,Occupational carcinogens,1990,20-24 years,Males,death,19.4709,32.5164,11.3535,0.00123543,0.00205726,0.000687437,0.200197,0.334328,0.116735
United States,High-income North America,Occupational asthmagens,Occupational asthmagens,1990,20-24 years,Males,death,10.1998,17.1877,5.60504,0.000646582,0.00111344,0.000348676,0.104873,0.176721,0.0576301
United States,High-income North America,Occupational risk factors for injuries,Occupational injury,1990,20-24 years,Males,death,673.306,866.963,520.839,0.0425558,0.0526253,0.034207,6.92281,8.91397,5.35517
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,25-29 years,Males,death,0.355615,0.842307,0.0173823,1.85626e-05,4.39025e-05,9.40349e-07,0.00334462,0.00792206,0.000163483
United States,High-income North America,Unimproved water source,Unimproved water,1990,25-29 years,Males,death,0.335594,0.794981,0.0170591,1.75178e-05,4.16532e-05,9.22905e-07,0.00315632,0.00747694,0.000160444
United States,High-income North America,Unimproved sanitation,Sanitation,1990,25-29 years,Males,death,0.0209565,0.0536053,0.000312075,1.0937e-06,2.80563e-06,1.67086e-08,0.0001971,0.000504168,2.93513e-06
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,25-29 years,Males,death,210.533,303.457,136.757,0.0109693,0.0160878,0.00716061,1.9801,2.85407,1.28623
United States,High-income North America,Ambient ozone pollution,Ozone,1990,25-29 years,Males,death,1.77353,3.40128,0.581554,9.25699e-05,0.000177292,3.01683e-05,0.0166804,0.0319897,0.00546963
United States,High-income North America,Other environmental risks,Other environmental,1990,25-29 years,Males,death,11.1287,17.1122,6.47988,0.000580091,0.000894503,0.000332694,0.104668,0.160944,0.0609445
United States,High-income North America,Lead exposure,Lead,1990,25-29 years,Males,death,11.1287,17.1122,6.47988,0.000580091,0.000894503,0.000332694,0.104668,0.160944,0.0609445
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,25-29 years,Males,death,4.11084,7.2564,2.28091,0.000214294,0.000386119,0.000117575,0.0386632,0.0682478,0.0214523
United States,High-income North America,Iron deficiency,Iron deficiency,1990,25-29 years,Males,death,4.11084,7.2564,2.28091,0.000214294,0.000386119,0.000117575,0.0386632,0.0682478,0.0214523
United States,High-income North America,Tobacco smoking,Smoking,1990,25-29 years,Males,death,64.8471,104.544,33.7614,0.00338197,0.00540444,0.00173977,0.609899,0.983253,0.317533
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,25-29 years,Males,death,64.8471,104.544,33.7614,0.00338197,0.00540444,0.00173977,0.609899,0.983253,0.317533
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,25-29 years,Males,death,5340.59,7967.95,3466.21,0.277433,0.390549,0.18027,50.2292,74.94,32.6004
United States,High-income North America,Alcohol use,Alcohol use,1990,25-29 years,Males,death,4494.95,7143.05,2635.82,0.233573,0.359314,0.136071,42.2758,67.1817,24.7904
United States,High-income North America,Drug use,Drug use,1990,25-29 years,Males,death,1071.76,2014.63,566.436,0.0556222,0.102205,0.0302114,10.0801,18.948,5.32744
United States,High-income North America,High fasting plasma glucose,High fasting plasma glucose,1990,25-29 years,Males,death,189.417,282.902,123.454,0.00987843,0.014869,0.00607148,1.7815,2.66075,1.16111
United States,High-income North America,High total cholesterol,High total cholesterol,1990,25-29 years,Males,death,207.088,320.37,142.492,0.0107934,0.0161049,0.00726693,1.9477,3.01314,1.34016
United States,High-income North America,High blood pressure,High blood pressure,1990,25-29 years,Males,death,459.823,607.716,322.128,0.0239703,0.032689,0.016516,4.32472,5.71568,3.02967
United States,High-income North America,High body-mass index,High body-mass index,1990,25-29 years,Males,death,504.723,652.779,369.264,0.0263289,0.0345029,0.0188126,4.74701,6.13951,3.473
United States,High-income North America,Dietary risks,Dietary risks,1990,25-29 years,Males,death,688.03,878.806,556.97,0.0358709,0.0451436,0.0286199,6.47105,8.26534,5.23841
United States,High-income North America,Diet low in fruits,Low fruit,1990,25-29 years,Males,death,326.663,453.793,236.957,0.0170292,0.0238965,0.012175,3.07233,4.26801,2.22862
United States,High-income North America,Diet low in vegetables,Low vegetables,1990,25-29 years,Males,death,212.805,302.679,134.923,0.011095,0.0161528,0.00689684,2.00147,2.84676,1.26897
United States,High-income North America,Diet low in whole grains,Low whole grains,1990,25-29 years,Males,death,137.065,191.483,96.2617,0.0071425,0.0100666,0.00486273,1.28912,1.80094,0.905359
United States,High-income North America,Diet low in nuts and seeds,Low nuts and seeds,1990,25-29 years,Males,death,210.316,329.274,130.092,0.0109652,0.0174459,0.00672462,1.97806,3.09689,1.22354
United States,High-income North America,Diet low in milk,Low milk,1990,25-29 years,Males,death,9.04959,16.9654,2.40523,0.00047245,0.000906307,0.000118971,0.0851131,0.159563,0.0226217
United States,High-income North America,Diet high in red meat,High red meat,1990,25-29 years,Males,death,4.01054,7.4756,1.11393,0.000209633,0.000400566,5.6841e-05,0.0377199,0.0703094,0.0104767
United States,High-income North America,Diet high in processed meat,High processed meat,1990,25-29 years,Males,death,137.843,268.582,23.6288,0.00717207,0.0141791,0.00125755,1.29644,2.52607,0.222234
United States,High-income North America,Diet high in sugar-sweetened beverages,High sweetened beverages,1990,25-29 years,Males,death,105.922,156.004,69.1635,0.00552495,0.00815425,0.00351348,0.996219,1.46725,0.650496
United States,High-income North America,Diet low in fiber,Low fiber,1990,25-29 years,Males,death,111.901,188.176,46.7135,0.00583425,0.0100667,0.00246813,1.05245,1.76983,0.43935
United States,High-income North America,Diet low in calcium,Low calcium,1990,25-29 years,Males,death,8.13426,12.529,4.87986,0.000424696,0.00067276,0.000246852,0.0765043,0.117838,0.045896
United States,High-income North America,Diet low in seafood omega-3 fatty acids,Low omega-3,1990,25-29 years,Males,death,133.329,215.699,85.2055,0.00694825,0.0107734,0.00439645,1.25398,2.02869,0.801374
United States,High-income North America,Diet low in polyunsaturated fatty acids,Low PUFA,1990,25-29 years,Males,death,60.7361,105.279,26.7607,0.00316504,0.00551464,0.00135763,0.571235,0.990167,0.251689
United States,High-income North America,Diet high in trans fatty acids,High trans fat,1990,25-29 years,Males,death,132.057,202.625,82.2333,0.00688527,0.0106726,0.00422922,1.24202,1.90572,0.77342
United States,High-income North America,Diet high in sodium,High sodium,1990,25-29 years,Males,death,91.8225,153.579,31.4087,0.00479075,0.00820527,0.00163465,0.863608,1.44444,0.295405
United States,High-income North America,Occupational risks,Occupational risks,1990,25-29 years,Males,death,872.363,1155.97,646.108,0.0452787,0.0572521,0.0353143,8.20474,10.8721,6.07677
United States,High-income North America,Occupational carcinogens,Occupational carcinogens,1990,25-29 years,Males,death,20.8323,35.4935,11.8214,0.00108552,0.00177807,0.000609768,0.195932,0.333823,0.111182
United States,High-income North America,Occupational asthmagens,Occupational asthmagens,1990,25-29 years,Males,death,12.5506,22.0709,6.74081,0.000654402,0.00116383,0.000341561,0.118041,0.207581,0.0633986
United States,High-income North America,"Occupational particulate matter, gases, and fumes",Occupational particulates,1990,25-29 years,Males,death,3.40566,6.27235,1.25766,0.00017787,0.000339804,6.38556e-05,0.0320309,0.0589926,0.0118285
United States,High-income North America,Occupational risk factors for injuries,Occupational injury,1990,25-29 years,Males,death,835.575,1120.86,606.778,0.0433609,0.0552549,0.0334088,7.85874,10.5419,5.70686
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,30-34 years,Males,death,0.530797,1.23295,0.0287348,2.23358e-05,5.10702e-05,1.24428e-06,0.00485138,0.0112689,0.00026263
United States,High-income North America,Unimproved water source,Unimproved water,1990,30-34 years,Males,death,0.500778,1.15078,0.0282241,2.10723e-05,4.80623e-05,1.21367e-06,0.00457701,0.0105179,0.000257963
United States,High-income North America,Unimproved sanitation,Sanitation,1990,30-34 years,Males,death,0.0314255,0.0828719,0.000530703,1.32275e-06,3.54188e-06,2.38325e-08,0.000287223,0.000757432,4.85052e-06
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,30-34 years,Males,death,468.66,681.333,316.479,0.0197295,0.028941,0.0133399,4.28346,6.22724,2.89256
United States,High-income North America,Ambient ozone pollution,Ozone,1990,30-34 years,Males,death,2.86683,5.93005,0.874264,0.000120818,0.000254876,3.71379e-05,0.0262023,0.0541994,0.00799059
United States,High-income North America,Other environmental risks,Other environmental,1990,30-34 years,Males,death,24.0846,36.3735,13.8131,0.00101356,0.00152144,0.000582183,0.220128,0.332447,0.126249
United States,High-income North America,Lead exposure,Lead,1990,30-34 years,Males,death,24.0846,36.3735,13.8131,0.00101356,0.00152144,0.000582183,0.220128,0.332447,0.126249
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,30-34 years,Males,death,7.39057,11.5728,4.3386,0.000311219,0.000498931,0.000183189,0.0675483,0.105773,0.039654
United States,High-income North America,Iron deficiency,Iron deficiency,1990,30-34 years,Males,death,7.39057,11.5728,4.3386,0.000311219,0.000498931,0.000183189,0.0675483,0.105773,0.039654
United States,High-income North America,Tobacco smoking,Smoking,1990,30-34 years,Males,death,1148.32,1504.07,861.7,0.0483752,0.0642599,0.0356915,10.4954,13.7469,7.87576
United States,High-income North America,"Tobacco smoking, excluding second-hand smoke",Smoking (excluding SHS),1990,30-34 years,Males,death,1004.3,1356.33,730.969,0.0423116,0.0575869,0.0306679,9.1791,12.3965,6.6809
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,30-34 years,Males,death,144.019,225.094,75.3358,0.00606365,0.00959017,0.00319975,1.31631,2.05731,0.688554
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,30-34 years,Males,death,5931.91,8550.02,4025.84,0.249122,0.350417,0.170392,54.2164,78.1455,36.7953
